Search Condition
State,Not Specified
Composition
,Component Unit,mass%
Component,Main,,Component,,,,min,max
,,NOT,B2O3,,,,,,
,*,AND,Na2O,,,,,,
,*,AND,MgO,,,,,,
,,OR,Al2O3,,,,,,
,*,AND,SiO2,,,,,,
,,OR,SO2,SO3,,,,,
,,OR,K2O,,,,,,
,*,AND,CaO,,,,,,
,Total of Main Components >=,95,%
Commercial Glass,
Glass System,
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Young's Modulus at RT,,,,Common,,
OR,Young's Modulus at RT,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mass%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, Na2O, K2O, SO3, SO2, Young's Modulus at RT ( GPa )
7648, XP06-275635, US Patent, 2006, A0166804, 22.89, 3.97, 29.12, 12.28, 2.67, , , , , 125.0
7649, GP06-275636, US Patent, 2006, A0166804, 21.37, 1.77, 33.67, 13.31, , , , , , 146.0
7650, XP06-275637, US Patent, 2006, A0166804, 23.59, 1.83, 34.68, 13.71, , , , , , 125.0
7651, GP06-275638, US Patent, 2006, A0166804, 22.7, 1.77, 31.7, 13.1, 1.42, , , , , 135.0
7652, XP06-275639, US Patent, 2006, A0166804, 22.7, 1.77, 31.7, 13.1, 1.42, , , , , 137.0
7653, GP10-275756, US Patent    Hoya Corp. (J), 2006, A0205584, , 59.38, 17.39, 4.58, 11.96, , 6.69, , , 65.28
7654, GP05-275757, US Patent    Hoya Corp. (J), 2006, A0205584, 8.9, 51.57, 18.13, 4.78, 16.62, , , , , 80.0
7655, GP05-275758, US Patent    Hoya Corp. (J), 2006, A0205584, 18.06, 41.84, 18.39, 4.85, 16.86, , , , , 81.4
7656, GP05-275759, US Patent    Hoya Corp. (J), 2006, A0205584, 26.71, 30.94, 18.13, 4.78, 12.46, , 6.98, , , 75.52
7657, GP05-275760, US Patent    Hoya Corp. (J), 2006, A0205584, 35.96, 20.83, 18.31, 4.82, 8.39, 4.64, 7.05, , , 72.71
7658, GP03-275761, US Patent    Hoya Corp. (J), 2006, A0205584, 42.56, 10.96, 24.07, 6.35, 8.83, 4.88, , , , 87.97
7659, GP05-275762, US Patent    Hoya Corp. (J), 2006, A0205584, 41.09, 21.16, 15.49, 6.13, 4.26, 4.71, 7.16, , , 68.82
7660, GP03-275763, US Patent    Hoya Corp. (J), 2006, A0205584, 46.47, 10.77, 15.77, 6.24, 8.67, 4.79, 7.29, , , 76.62
7661, GP03-275764, US Patent    Hoya Corp. (J), 2006, A0205584, 48.91, 11.33, 16.6, 6.56, 9.13, 5.04, , , , 88.53
7662, GP03-275765, US Patent    Hoya Corp. (J), 2006, A0205584, 47.19, 10.93, 19.21, 5.06, 17.61, , , , , 86.1
7663, GP03-275778, US Patent, 2006, A0216552, 54.76, , 5.9, , 10.54, 3.59, 6.81, , , 82.7
7664, GP03-275779, US Patent, 2006, A0216552, 54.9, , 5.91, , 10.57, 4.49, 6.83, , , 82.3
7665, GP03-275780, US Patent, 2006, A0216552, 54.54, , 7.34, , 9.7, 4.46, 6.78, , , 82.3
7666, GP03-275781, US Patent, 2006, A0216552, 56.51, , 7.38, , 10.55, 3.59, 8.18, , , 81.5
7667, GP03-275782, US Patent, 2006, A0216552, 55.74, , 7.27, , 9.6, 3.54, 8.07, , , 79.9
7668, GP05-275914, US Patent    Corning Inc. (US), 2006, A0293162, 63.59, 10.64, 16.55, 1.25, 7.01, , , , , 10.6
7669, GP05-275915, US Patent    Corning Inc. (US), 2006, A0293162, 63.43, 10.69, 16.62, 1.25, 7.05, , , , , 10.6
7670, GP05-275922, US Patent    Corning Inc. (US), 2006, A0293162, 63.12, 10.67, 16.59, 0.75, 7.91, , , , , 10.5
7671, GP05-275923, US Patent    Corning Inc. (US), 2006, A0293162, 63.27, 10.63, 16.52, 0.75, 7.87, , , , , 10.6
7672, GJ20-277745, J. Non-Crystalline Solids, 2007, v. 353  p. 2250, , , 8.51, , , , , , , 59.0
7673, GJ20-277746, J. Non-Crystalline Solids, 2007, v. 353  p. 2250, , , 15.95, , , , , , , 81.0
7674, GJ20-277748, J. Non-Crystalline Solids, 2007, v. 353  p. 2250, , , 9.49, 11.25, , , , , , 66.0
7675, GJ20-277749, J. Non-Crystalline Solids, 2007, v. 353  p. 2250, , , 16.47, 3.26, , , , , , 81.0
7676, GJ20-277751, J. Non-Crystalline Solids, 2007, v. 353  p. 2250, , , 9.09, , 15.0, , , , , 63.0
7677, GJ20-277752, J. Non-Crystalline Solids, 2007, v. 353  p. 2250, , , 16.27, , 4.47, , , , , 77.0
7678, GJ20-277754, J. Non-Crystalline Solids, 2007, v. 353  p. 2250, , , 7.21, , , , , , , 58.0
7679, GJ20-277755, J. Non-Crystalline Solids, 2007, v. 353  p. 2250, , , 15.1, , , , , , , 76.0
7680, GJ20-277756, J. Non-Crystalline Solids, 2007, v. 353  p. 2250, , , 19.32, , , , , , , 90.0
7681, GJ02-277867, J. Ceramic Soc. Japan, 2007, v. 115  p. 0354, 42.3, , 35.89, , , 21.81, , , , *
7682, GP06-278031, Japanese Patent    Nippon Electric Glass (J), 2007, A008812, 59.0, 7.5, 17.0, 5.0, 4.5, , , , , 76.2
7683, GP06-278032, Japanese Patent    Nippon Electric Glass (J), 2007, A008812, 58.0, 7.5, 18.0, 5.0, 2.5, , , , , 76.6
7684, GP06-278033, Japanese Patent    Nippon Electric Glass (J), 2007, A008812, 60.0, 8.0, 16.0, 3.5, 1.5, , , , , 74.3
7685, GP06-278034, Japanese Patent    Nippon Electric Glass (J), 2007, A008812, 59.0, 8.0, 16.0, 3.5, 1.5, , , , , 74.3
7686, GP06-278035, Japanese Patent    Nippon Electric Glass (J), 2007, A008812, 59.0, 8.0, 16.0, 2.0, 1.5, , , , , 74.3
7687, GP06-278036, Japanese Patent    Nippon Electric Glass (J), 2007, A008812, 58.0, 7.5, 18.0, 5.0, 2.5, , , , , 76.1
7688, GP06-278037, Japanese Patent    Nippon Electric Glass (J), 2007, A008812, 57.5, 9.5, 18.5, 4.0, 0.5, , , , , 75.2
7689, GP06-278038, Japanese Patent    Nippon Electric Glass (J), 2007, A008812, 64.0, 7.0, 17.0, , 7.0, , , , , 73.9
7690, GP06-278039, Japanese Patent    Nippon Electric Glass (J), 2007, A008812, 59.0, 7.0, 18.5, 4.0, , , , , , 75.7
7691, GP06-278040, Japanese Patent    Nippon Electric Glass (J), 2007, A008812, 56.0, 12.0, 19.0, 6.0, , , , , , 75.1
7692, GP03-278192, Japanese Patent    Nippon Electric Glass (J), 2007, A039316, 59.0, 10.0, 15.0, , 6.0, , , , , 70.0
7693, GP03-278193, Japanese Patent    Nippon Electric Glass (J), 2007, A039316, 55.0, 8.0, 13.5, 0.5, 4.0, , , , , 75.0
7694, GP06-278194, Japanese Patent    Nippon Electric Glass (J), 2007, A039316, 63.0, 10.0, 16.0, , 8.0, , , , , 70.0
7695, GP06-278195, Japanese Patent    Nippon Electric Glass (J), 2007, A039316, 58.0, 8.0, 16.0, 1.0, 4.0, , , , , 70.0
7696, GP06-278196, Japanese Patent    Nippon Electric Glass (J), 2007, A039316, 59.0, 10.0, 15.0, 1.0, 5.0, , , , , 68.0
7697, GP06-278197, Japanese Patent    Nippon Electric Glass (J), 2007, A039316, 59.0, 8.0, 17.0, 3.0, 4.0, , , , , 77.0
7698, XP03-278377, Japanese Patent    Hoya Corp. (J), 2007, A091500, 46.23, , 17.97, 19.38, , , , , , 149.0
7699, XP03-278378, Japanese Patent    Hoya Corp. (J), 2007, A091500, 45.09, , 17.1, 19.31, , , , , , 150.0
7700, XP03-278379, Japanese Patent    Hoya Corp. (J), 2007, A091500, 44.27, , 17.15, 20.02, , , , , , 153.0
7701, XP03-278380, Japanese Patent    Hoya Corp. (J), 2007, A091500, 47.27, , 17.19, 19.09, , , , , , 149.0
7702, XP03-278381, Japanese Patent    Hoya Corp. (J), 2007, A091500, 44.09, , 17.08, 19.61, , , 0.75, , , 149.0
7703, XP03-278382, Japanese Patent    Hoya Corp. (J), 2007, A091500, 43.83, , 16.98, 19.18, , , , , , 152.0
7704, XP03-278383, Japanese Patent    Hoya Corp. (J), 2007, A091500, 44.26, , 17.14, 19.37, , , , , , 152.0
7705, XP03-278384, Japanese Patent    Hoya Corp. (J), 2007, A091500, 44.12, , 17.08, 19.95, , , , , , 147.0
7706, XP03-278385, Japanese Patent    Hoya Corp. (J), 2007, A091500, 43.87, , 16.99, 19.19, , , 0.75, , , 148.0
7707, XP03-278386, Japanese Patent    Hoya Corp. (J), 2007, A091500, 44.24, , 17.13, 19.99, , , 0.75, , , 150.0
7708, GP03-278387, Japanese Patent    Central Glass (J), 2007, A091522, 66.3, , 0.9, 4.4, 7.0, 3.4, 3.0, , , 80.0
7709, GP03-278388, Japanese Patent    Central Glass (J), 2007, A091522, 62.83, , 2.4, 3.6, 5.89, 3.3, 2.9, , , 80.0
7710, GP03-278389, Japanese Patent    Central Glass (J), 2007, A091522, 60.53, , 0.9, 3.6, 5.79, 3.2, 2.8, , , 80.0
7711, GP03-278390, Japanese Patent    Central Glass (J), 2007, A091522, 62.47, , 2.4, 3.59, 5.89, 3.29, 2.89, , , 79.0
7712, GP03-278391, Japanese Patent    Central Glass (J), 2007, A091522, 62.13, , 2.4, 3.6, 5.79, 2.8, 2.2, , , 80.0
7713, GP03-278392, Japanese Patent    Central Glass (J), 2007, A091522, 68.3, , 0.5, 5.4, 7.9, 2.0, 3.5, , , 80.0
7714, GP03-278393, Japanese Patent    Central Glass (J), 2007, A091522, 59.67, , 2.9, 3.0, 5.11, 3.8, 1.5, , , 81.0
7715, XP03-278394, Japanese Patent    Hoya Corp. (J), 2007, A091527, 46.23, , 17.97, 19.38, , , , , , 149.0
7716, XP03-278395, Japanese Patent    Hoya Corp. (J), 2007, A091527, 45.09, , 17.1, 19.31, , , , , , 150.0
7717, XP03-278396, Japanese Patent    Hoya Corp. (J), 2007, A091527, 44.27, , 17.15, 20.02, , , , , , 153.0
7718, XP03-278397, Japanese Patent    Hoya Corp. (J), 2007, A091527, 47.27, , 17.19, 19.09, , , , , , 149.0
7719, XP03-278398, Japanese Patent    Hoya Corp. (J), 2007, A091527, 44.09, , 17.08, 19.61, , , 0.75, , , 149.0
7720, XP03-278399, Japanese Patent    Hoya Corp. (J), 2007, A091527, 43.83, , 16.98, 19.18, , , , , , 152.0
7721, XP03-278400, Japanese Patent    Hoya Corp. (J), 2007, A091527, 44.26, , 17.14, 19.37, , , , , , 152.0
7722, XP03-278401, Japanese Patent    Hoya Corp. (J), 2007, A091527, 44.12, , 17.08, 19.95, , , , , , 147.0
7723, XP03-278402, Japanese Patent    Hoya Corp. (J), 2007, A091527, 43.87, , 16.99, 19.19, , , 0.75, , , 148.0
7724, XP03-278403, Japanese Patent    Hoya Corp. (J), 2007, A091527, 44.24, , 17.13, 19.99, , , 0.75, , , 150.0
7725, GP03-278765, Japanese Patent    Nippon Electric Glass (J), 2007, A161552, 60.0, 10.0, 15.0, , 5.0, , , , , 70.0
7726, GP03-278766, Japanese Patent    Nippon Electric Glass (J), 2007, A161552, 63.0, 10.0, 16.0, , 8.0, , , , , 70.0
7727, GP03-279283, US Patent    AGC (J), 2007, A0027019, 55.32, 8.55, 17.21, 4.33, 9.03, , , , , 82.0
7728, GP03-279487, US Patent    Owens Corning  (US), 2007, A0105701, 62.63, , 18.5, 9.47, 8.49, 0.7, , , , 85.56
7729, GP03-279488, US Patent    Owens Corning  (US), 2007, A0105701, 62.44, , 18.54, 9.64, 8.64, 0.69, , , , 86.94
7730, GP03-279490, US Patent    Owens Corning  (US), 2007, A0105701, 63.01, , 19.99, 11.26, 4.84, 0.7, , , , 86.94
7731, GP03-279491, US Patent    Owens Corning  (US), 2007, A0105701, 63.07, , 20.03, 11.28, 4.85, 0.7, , , , 87.63
7732, GP03-279493, US Patent    Owens Corning  (US), 2007, A0105701, 62.32, , 17.25, 7.98, 11.56, 0.7, , , , 84.18
7733, GP03-279494, US Patent    Owens Corning  (US), 2007, A0105701, 63.89, , 16.39, 6.62, 11.21, 0.75, , , , 84.18
7734, GP03-279495, US Patent    Owens Corning  (US), 2007, A0105701, 63.14, , 16.39, 6.62, 11.96, 0.75, , , , 84.18
7735, GP03-279496, US Patent    Owens Corning  (US), 2007, A0105701, 61.39, , 18.14, 6.62, 11.96, 0.75, , , , 84.18
7736, XP02-279657, European Patent    Ohara Inc. (J), 2007, A1772440, 76.0, , 7.2, 0.8, , , 1.0, , , 92.0
7737, XP02-279658, European Patent    Ohara Inc. (J), 2007, A1772440, 76.0, , 7.2, 0.8, , , 1.0, , , 94.0
7738, GP06-279703, European Patent    Nippon Electric Glass (J), 2007, A1790620, 63.74, 9.96, 15.93, , 6.97, 0.02, 0.00498, , , 71.0
7739, GP06-279704, European Patent    Nippon Electric Glass (J), 2007, A1790620, 63.86, 9.98, 15.96, , 6.99, 0.05, 0.009979, , , 71.0
7740, GP06-279705, European Patent    Nippon Electric Glass (J), 2007, A1790620, 63.9, 9.99, 15.98, , 6.99, 0.06, 0.009986, , , 71.0
7741, GP06-279706, European Patent    Nippon Electric Glass (J), 2007, A1790620, 63.62, 9.94, 15.9, , 6.96, 0.02, 0.00497, , , 71.0
7742, GP06-279707, European Patent    Nippon Electric Glass (J), 2007, A1790620, 63.65, 9.94, 15.91, , 6.96, 0.05, 0.009944, , , 71.0
7743, GP06-279708, European Patent    Nippon Electric Glass (J), 2007, A1790620, 63.67, 9.95, 15.92, , 6.96, 0.05, 0.009949, , , 71.0
7744, GJ02-279836, J. Non-Crystalline Solids, 2007, v. 353  p. 2675, 72.39, , 1.88, 3.79, 8.29, 12.7, 0.95, , , 72.0
7745, GJ02-279837, J. Non-Crystalline Solids, 2007, v. 353  p. 2675, 77.77, , 3.36, 2.66, 0.92, 13.58, 1.71, , , 68.0
7746, GJ05-280065, J. American Ceramic Soc., 2007, v. 090  p. 2540, 80.63, 12.72, 2.5, , , 3.51, 0.64, , , 60.0
7747, GJ05-280066, J. American Ceramic Soc., 2007, v. 090  p. 2556, 81.15, 12.8, 2.52, , , 3.53, , , , 61.0
7748, GP03-280677, Japanese Patent, 2007, A176785, 23.46, 7.59, 2.78, , , , , , , 79.0
7749, GP03-280678, Japanese Patent, 2007, A176785, 23.31, 7.54, 2.76, , , , , , , 81.0
7750, GP03-280679, Japanese Patent, 2007, A176785, 27.58, 7.95, 2.91, , , , , , , 79.0
7751, GP03-280680, Japanese Patent, 2007, A176785, 24.6, 10.01, 2.93, , , , , , , 80.0
7752, GP07-280681, Japanese Patent, 2007, A176785, 26.14, 8.51, 3.11, , , 1.51, , , , 77.0
7753, GP03-280682, Japanese Patent, 2007, A176785, 26.21, 7.59, 2.78, , , 1.35, , , , 78.0
7754, GP07-280683, Japanese Patent, 2007, A176785, 28.28, 4.08, 2.99, , , , , , , 80.0
7755, GP07-280684, Japanese Patent, 2007, A176785, 31.89, 6.22, 3.12, , 2.08, 1.98, 3.01, , , 80.0
7756, GP07-280685, Japanese Patent, 2007, A176785, 35.36, 10.69, 2.61, , , 3.17, 2.77, , , 80.0
7757, GP05-280686, Japanese Patent, 2007, A176785, 58.65, 15.05, 5.77, , 2.34, 3.33, 6.04, , , 84.0
7758, GP02-280736, Japanese Patent    Panasonic Corp. (J), 2007, A182991, 65.93, 5.07, , 3.75, 9.84, 14.5, 0.91, , , 78.1
7759, GP02-280737, Japanese Patent    Panasonic Corp. (J), 2007, A182991, 65.98, 5.36, 0.1, 3.72, 9.79, 14.95, 0.1, , , 79.2
7760, GP02-280738, Japanese Patent    Panasonic Corp. (J), 2007, A182991, 56.91, 10.57, 7.05, 6.04, 2.01, 13.9, 3.52, , , 83.7
7761, GP02-280739, Japanese Patent    Panasonic Corp. (J), 2007, A182991, 62.9, 12.1, 6.05, 2.02, 6.85, 7.96, 2.12, , , 82.0
7762, GP02-280740, Japanese Patent    Panasonic Corp. (J), 2007, A182991, 68.49, 6.14, 1.71, 4.53, 11.08, 7.75, 0.3, , , 84.8
7763, GP02-280741, Japanese Patent    Panasonic Corp. (J), 2007, A182991, 59.0, 5.57, 0.51, 5.06, 9.62, 19.84, 0.4, , , 78.5
7764, GP02-280742, Japanese Patent    Panasonic Corp. (J), 2007, A182991, 70.49, 9.87, 5.24, , 4.03, 8.36, 2.01, , , 77.8
7765, GP03-280831, Japanese Patent    Central Glass (J), 2007, A210839, 53.28, , 10.3, 4.08, 5.08, 3.28, 0.34, , , 86.0
7766, GP03-280832, Japanese Patent    Central Glass (J), 2007, A210839, 52.22, , 10.1, 3.99, 4.97, 3.21, 0.33, , , 85.0
7767, GP03-280833, Japanese Patent    Central Glass (J), 2007, A210839, 55.76, , 9.13, 4.79, 6.88, 3.37, 0.35, , , 87.0
7768, GP03-280834, Japanese Patent    Central Glass (J), 2007, A210839, 53.32, , 12.0, 4.73, 6.79, 3.33, 0.34, , , 87.0
7769, GP03-280835, Japanese Patent    Central Glass (J), 2007, A210839, 53.37, , 8.74, 4.01, 5.0, 3.23, 0.33, , , 84.0
7770, GP03-280836, Japanese Patent    Central Glass (J), 2007, A210839, 53.37, , 8.74, 4.01, 5.0, 2.23, 0.33, , , 81.0
7771, GP03-280837, Japanese Patent    Central Glass (J), 2007, A210839, 55.4, , 10.7, 3.01, 4.0, 3.5, 0.5, , , 85.0
7772, GP03-280838, Japanese Patent    Central Glass (J), 2007, A210839, 55.42, , 8.74, 4.01, 5.0, 2.5, 1.5, , , 78.0
7773, GP03-280839, Japanese Patent    Central Glass (J), 2007, A210839, 53.35, , 11.29, 5.5, 7.99, 3.23, 0.33, , , 87.0
7774, GP03-280840, Japanese Patent    Central Glass (J), 2007, A210839, 53.3, , 9.69, 4.08, 5.08, 3.28, 0.34, , , 86.0
7775, XP02-280896, Japanese Patent    Ohara Inc. (J), 2007, A223884, 76.0, , 7.2, 0.8, , , 1.0, , , 92.0
7776, XP02-280897, Japanese Patent    Ohara Inc. (J), 2007, A223884, 76.0, , 7.2, 0.8, , , 1.0, , , 94.0
7777, GP06-281135, Japanese Patent    Schott AG (DE), 2007, A269625, 61.15, 10.5, 17.45, 2.8, 4.7, , , , , 78.0
7778, GP06-281155, Japanese Patent    Schott AG (DE), 2007, A277084, 63.34, 9.89, 16.88, 2.8, 5.89, , , , , 79.0
7779, GP06-281292, Japanese Patent    Nippon Electric Glass (J), 2007, A302550, 60.0, 10.0, 15.0, , 5.0, , , , , 70.0
7780, GP06-281293, Japanese Patent    Nippon Electric Glass (J), 2007, A302550, 63.0, 10.0, 16.0, , 8.0, , , , , 70.0
7781, GP03-281314, Japanese Patent    Nippon Electric Glass (J), 2007, A308330, 56.65, 2.04, 7.6, , , 0.33, 7.27, , , 73.0
7782, GP03-281315, Japanese Patent    Nippon Electric Glass (J), 2007, A308330, 56.83, 1.96, 7.78, , , 1.33, 6.05, , , 74.0
7783, GP03-281316, Japanese Patent    Nippon Electric Glass (J), 2007, A308330, 56.81, 1.96, 7.8, , , 2.33, 4.93, , , 75.0
7784, GP03-281317, Japanese Patent    Nippon Electric Glass (J), 2007, A308330, 56.78, 1.97, 7.97, , , 3.34, 3.68, , , 76.0
7785, GP03-281318, Japanese Patent    Nippon Electric Glass (J), 2007, A308330, 56.95, 1.97, 9.18, , , 2.33, 4.05, , , 75.0
7786, GP03-281319, Japanese Patent    Nippon Electric Glass (J), 2007, A308330, 56.85, 1.96, 8.21, , , 2.33, 4.04, , , 76.0
7787, GP03-281320, Japanese Patent    Nippon Electric Glass (J), 2007, A308330, 56.2, 0.47, 10.46, , 2.5, , 5.47, , , 74.0
7788, GP03-281321, Japanese Patent    Nippon Electric Glass (J), 2007, A308330, 56.0, 1.51, 10.51, , 2.51, , 5.49, , , 74.0
7789, GP03-281322, Japanese Patent    Nippon Electric Glass (J), 2007, A308330, 56.24, 0.47, 9.47, , 2.49, , 5.45, , , 73.0
7790, GP03-281323, Japanese Patent    Nippon Electric Glass (J), 2007, A308330, 56.03, 1.51, 9.52, , 2.5, , 5.48, , , 73.0
7791, GP03-281330, Japanese Patent    Nippon Electric Glass (J), 2007, A311168, 54.7, 2.0, 9.2, , , 2.3, 4.1, , , 77.0
7792, GP03-281331, Japanese Patent    Nippon Electric Glass (J), 2007, A311168, 56.7, 2.0, 8.2, , , 2.3, 4.1, , , 76.0
7793, GP03-281332, Japanese Patent    Nippon Electric Glass (J), 2007, A311168, 56.7, 2.0, 9.2, , , 2.3, 4.1, , , 75.0
7794, GP03-281333, Japanese Patent    Nippon Electric Glass (J), 2007, A311168, 56.7, 2.0, 8.2, , , 2.3, 4.1, , , 76.0
7795, GP03-281386, Japanese Patent    Nippon Sheet Glass (J), 2007, A320846, 46.21, , 9.2, 4.11, 19.12, 1.84, , , , 103.0
7796, GP03-281387, Japanese Patent    Nippon Sheet Glass (J), 2007, A320846, 44.86, , 8.93, 3.99, 15.12, 1.79, , , , 102.0
7797, GP03-281388, Japanese Patent    Nippon Sheet Glass (J), 2007, A320846, 46.66, , 9.29, 4.15, 19.31, , , , , 105.0
7798, GP03-281389, Japanese Patent    Nippon Sheet Glass (J), 2007, A320846, 43.74, , 8.71, 3.46, 16.09, 1.74, , , , 101.0
7799, GP03-281390, Japanese Patent    Nippon Sheet Glass (J), 2007, A320846, 41.51, , 8.26, 2.88, 13.36, 1.65, , , , 99.0
7800, GP03-281391, Japanese Patent    Nippon Sheet Glass (J), 2007, A320846, 39.5, , 7.86, 2.35, 10.9, 1.57, , , , 96.0
7801, GP03-281392, Japanese Patent    Nippon Sheet Glass (J), 2007, A320846, 42.58, , 8.48, 3.79, 15.99, 1.7, , , , 105.0
7802, GP03-281393, Japanese Patent    Nippon Sheet Glass (J), 2007, A320846, 43.86, , 8.73, 3.9, 16.47, 1.75, , , , 105.0
7803, GP03-281394, Japanese Patent    Nippon Sheet Glass (J), 2007, A320846, 52.25, , 2.68, 3.99, 13.41, 1.79, , , , 101.0
7804, GP03-281395, Japanese Patent    Nippon Sheet Glass (J), 2007, A320846, 44.99, , 11.61, 3.85, 12.91, 1.72, , , , 103.0
7805, XP03-281600, US Patent    Hoya Corp. (J), 2007, A7264894, 50.0, , 17.5, 20.5, , , , , , 135.6
7806, XP03-281601, US Patent    Hoya Corp. (J), 2007, A7264894, 49.87, , 17.7, 21.03, , , , , , 131.9
7807, XP03-281602, US Patent    Hoya Corp. (J), 2007, A7264894, 48.0, , 17.5, 22.5, , , , , , 138.4
7808, XP03-281603, US Patent    Hoya Corp. (J), 2007, A7264894, 50.0, , 19.0, 16.0, , , , , , 131.9
7809, XP03-281604, US Patent    Hoya Corp. (J), 2007, A7264894, 50.0, , 19.0, 19.0, , , , , , 137.4
7810, XP03-281605, US Patent    Hoya Corp. (J), 2007, A7264894, 47.0, , 15.0, 26.0, , , , , , 153.8
7811, XP03-281606, US Patent    Hoya Corp. (J), 2007, A7264894, 47.0, , 17.5, 23.5, , , , , , 147.5
7812, XP03-281607, US Patent    Hoya Corp. (J), 2007, A7264894, 47.0, , 20.0, 21.0, , , , , , 139.7
7813, XP03-281608, US Patent    Hoya Corp. (J), 2007, A7264894, 47.0, , 17.5, 21.5, , , , , , 140.1
7814, XP03-281609, US Patent    Hoya Corp. (J), 2007, A7264894, 47.0, , 17.5, 19.5, , , , , , 132.9
7815, GP02-281620, US Patent    Hoya Corp. (J), 2007, A7273668, 64.43, , 9.99, 2.2, 6.19, 13.59, 0.2, , , 77.0
7816, GP02-281621, US Patent    Hoya Corp. (J), 2007, A7273668, 60.43, , 12.09, 4.3, 3.2, 14.48, 0.2, , , 78.0
7817, GP02-281622, US Patent    Hoya Corp. (J), 2007, A7273668, 61.43, , 12.09, 2.8, 5.99, 12.89, 1.8, , , 78.0
7818, GP02-281623, US Patent    Hoya Corp. (J), 2007, A7273668, 61.43, , 12.09, 3.7, 3.7, 12.88, 1.8, , , 80.0
7819, GP02-281624, US Patent    Hoya Corp. (J), 2007, A7273668, 63.93, , 10.29, 2.9, 6.49, 14.39, , , , 77.0
7820, GP02-281625, US Patent    Hoya Corp. (J), 2007, A7273668, 61.73, , 10.39, 2.9, 6.39, 13.69, , , , 79.0
7821, XP06-281711, US Patent    Schott AG (DE), 2007, A7300896, 44.0, 5.0, 19.0, 11.0, 1.5, , , , , 102.0
7822, XP06-281712, US Patent    Schott AG (DE), 2007, A7300896, 44.93, 7.55, 19.4, 12.77, 2.64, , , , , 104.0
7823, XP06-281713, US Patent    Schott AG (DE), 2007, A7300896, 49.28, 6.58, 21.06, 13.9, , , , , , 103.0
7824, XP06-281714, US Patent    Schott AG (DE), 2007, A7300896, 51.71, 4.61, 22.09, 14.58, , , , , , 106.0
7825, XP06-281715, US Patent    Schott AG (DE), 2007, A7300896, 51.71, 4.61, 22.09, 14.58, , , , , , 111.0
7826, XP06-281716, US Patent    Schott AG (DE), 2007, A7300896, 52.82, 4.79, 16.64, 18.46, , , , , , 100.0
7827, GP02-281751, US Patent    Nippon Sheet Glass (J), 2007, A7309671, 61.64, , 10.49, 3.2, 7.69, 9.79, 6.39, , , 75.0
7828, GP02-281752, US Patent    Nippon Sheet Glass (J), 2007, A7309671, 60.8, , 10.3, 1.9, 7.6, 9.6, 5.8, , , 77.0
7829, GP02-281753, US Patent    Nippon Sheet Glass (J), 2007, A7309671, 62.3, , 10.5, 3.2, 8.2, 9.8, 6.0, , , 76.0
7830, GP02-281754, US Patent    Nippon Sheet Glass (J), 2007, A7309671, 62.13, , 14.09, 3.3, 6.09, 14.09, , , , 76.0
7831, GP02-281755, US Patent    Nippon Sheet Glass (J), 2007, A7309671, 63.43, , 10.39, 2.0, 7.49, 9.69, 1.9, , , 77.0
7832, GP02-281756, US Patent    Nippon Sheet Glass (J), 2007, A7309671, 65.3, , 10.6, 3.2, 6.0, 13.9, , , , 76.0
7833, GP02-281757, US Patent    Nippon Sheet Glass (J), 2007, A7309671, 65.3, , 10.6, 3.2, 6.0, 13.9, , , , 76.0
7834, GP02-281758, US Patent    Nippon Sheet Glass (J), 2007, A7309671, 64.3, , 10.5, 3.2, 5.9, 9.8, 2.2, , , 77.0
7835, GP02-281759, US Patent    Nippon Sheet Glass (J), 2007, A7309671, 64.67, , 10.52, 4.5, 4.2, 9.81, 2.2, , , 77.0
7836, GP02-281760, US Patent    Nippon Sheet Glass (J), 2007, A7309671, 61.1, , 10.3, 3.1, 5.9, 9.7, 5.9, , , 75.0
7837, GP03-281847, US Patent    Corning Inc. (US), 2007, A0191207, 59.04, 4.94, 17.14, 1.74, 4.46, , , , , 78.1
7838, GP03-281849, US Patent    Corning Inc. (US), 2007, A0191207, 58.86, 3.97, 17.4, 3.21, 4.46, , , , , 80.0
7839, GP06-281996, US Patent, 2007, A0232478, 61.15, 10.5, 17.45, 2.8, 4.7, , , , , 78.0
7840, GP20-282035, US Patent, 2007, A0243991, 2.39, , 1.79, 0.74, 15.38, 0.57, , , , 69.7
7841, GP06-282134, US Patent, 2007, A0265156, 62.1, 4.0, 17.4, 10.0, 5.1, , , , , 88.0
7842, GP06-282135, US Patent, 2007, A0265156, 61.1, 5.0, 17.9, 9.0, 5.6, , , , , 87.0
7843, GP06-282136, US Patent, 2007, A0265156, 62.1, 3.0, 18.4, 11.0, 5.1, , , , , 91.0
7844, GP06-282137, US Patent, 2007, A0265156, 61.1, 5.0, 17.9, 9.0, 5.6, , , , , 87.0
7845, GP06-282138, US Patent, 2007, A0265156, 63.0, 6.0, 15.9, 8.1, 5.6, , , , , 85.0
7846, GP06-282139, US Patent, 2007, A0265156, 65.5, 5.0, 16.4, 8.5, 2.0, , , , , 85.0
