SiO2,Al2O3,MgO,CaO,Na2O,K2O,SO3,Young
 63.14, 23.81, 1.1, , 2.9, 7.9, , 75.0
 47.6, 18.0, 8.0, , 4.0, , , 101.0
 52.4, 17.0, 6.0, 2.0, 4.0, , , 100.0
 51.6, 12.0, 5.0, 2.0, 6.0, , , 85.0
 49.9, 16.0, 6.25, 1.0, 4.0, , , 88.0
 61.6, 8.0, 2.0, 1.0, 6.0, 1.0, , 87.0
 52.4, 17.0, 6.0, 2.0, 4.0, , , 92.0
 48.16, 16.24, 6.34, 1.01, 4.06, , , 90.0
 47.6, 18.0, 8.0, , 4.0, , , 101.0
 52.4, 17.0, 6.0, 2.0, 4.0, , , 100.0
 51.6, 12.0, 5.0, 2.0, 6.0, , , 85.0
 49.9, 16.0, 6.25, 1.0, 4.0, , , 88.0
 61.6, 8.0, 2.0, 1.0, 6.0, 1.0, , 87.0
 52.4, 17.0, 6.0, 2.0, 4.0, , , 92.0
 62.8, 15.95, 1.0, 7.48, , , , 72.0
 61.85, 15.46, 0.52, 6.19, , , , 70.0
 60.3, 16.08, 0.5, 7.74, , , , 70.0
 64.0, 16.0, 2.0, 4.0, , , , 80.0
 60.42, 15.11, , 8.06, , , , 66.0
 55.39, 13.09, , 6.04, , , , 75.0
 55.5, 15.5, , 8.0, , , , 77.0
 70.0, 7.0, , 1.0, 6.5, 1.5, , 70.0
 68.0, 5.0, , 3.0, 11.5, 0.5, , 75.0
 58.0, 12.0, 2.0, 23.0, , , , 80.0
 63.8, 20.0, 9.8, 0.2, 0.1, 0.1, , 88.4
 63.5, 20.0, 8.5, 0.2, 0.1, 0.1, , 87.5
 61.8, 20.7, 10.6, 1.4, 0.2, 0.1, , 92.5
 65.0, 17.5, 9.4, 1.1, 0.3, 0.1, , 87.8
 59.8, 21.0, 10.0, 0.5, 0.1, 0.1, , 89.7
 64.4, 19.5, 9.0, 0.2, 0.2, 0.1, , 86.2
 59.9, 21.5, 8.5, 1.5, 0.1, 0.2, , 88.2
 59.7, 20.2, 11.2, 1.7, 0.1, 0.1, , 94.7
 64.5, 18.7, 5.0, 2.8, 0.1, 0.1, , 86.3
 66.1, 20.4, 6.9, 2.4, 0.1, 0.1, , 85.4
 64.4, 19.5, 9.0, 0.2, 0.2, 0.1, , 86.2
 59.9, 21.5, 8.5, 1.5, 0.1, 0.2, , 88.2
 59.7, 20.2, 11.2, 1.7, 0.1, 0.1, , 94.7
 64.5, 18.7, 5.0, 2.8, 0.1, 0.1, , 88.3
 66.1, 20.4, 6.9, 2.4, 0.1, 0.1, , 85.4
 62.2, 22.5, 7.2, 1.8, 0.2, , , 86.7
 62.3, 20.0, 10.9, 0.8, 0.1, 0.1, , 89.6
 63.8, 19.7, 10.4, 0.3, 0.2, 0.1, , 88.4
 63.6, 21.1, 8.8, 0.1, 0.1, 0.1, , 87.4
 64.9, 18.5, 11.5, 0.5, 0.1, 0.1, , 90.8
 58.64, 20.89, 1.91, , 6.64, 4.45, , 83.2
 60.9, 19.22, , , 5.36, 5.03, , 82.7
 72.8, 1.89, 3.73, 8.12, 13.14, 0.32, , 83.1
 64.19, 13.97, , , 10.89, , , 84.0
 57.33, 20.4, 1.86, , 4.77, 7.25, , 84.3
 55.95, 19.91, 1.82, , 9.31, 7.07, , 81.4
 54.64, 19.44, 1.77, , 4.54, 13.81, , 79.0
 55.97, 19.92, 1.82, , 6.24, 9.34, , 81.6
 56.62, 20.15, 1.84, , 7.07, 7.16, , 83.0
 57.06, 20.3, 1.85, , 5.69, 7.21, , 83.8
 65.59, 11.3, , , 6.21, 1.11, , 66.4
 65.39, 10.83, 0.74, 0.32, 7.66, 1.75, , 71.8
 65.17, 10.37, 1.49, 0.65, 9.11, 2.4, , 74.7
 64.98, 9.9, 2.24, 0.97, 10.56, 3.05, , 76.1
 64.76, 9.43, 2.99, 1.31, 12.02, 3.71, , 75.2
 64.56, 8.95, 3.74, 1.63, 13.49, 4.36, , 74.8
 63.62, 15.9, , 6.96, 0.00497, 9.94E-4, , 71.0
 63.74, 15.93, , 6.97, 0.02, 0.00498, , 71.0
 63.86, 15.96, , 6.99, 0.05, 0.009979, , 71.0
 63.9, 15.98, , 6.99, 0.06, 0.009986, , 71.0
 63.41, 15.86, , 6.94, 0.005946, 9.91E-4, , 71.0
 63.62, 15.9, , 6.96, 0.02, 0.00497, , 71.0
 63.65, 15.91, , 6.96, 0.05, 0.009944, , 71.0
 63.67, 15.92, , 6.96, 0.05, 0.009949, , 71.0
 19.43, 32.97, 15.2, , , , , 190.0
 32.72, 37.02, 15.37, , , , , 145.0
 21.22, 26.34, 9.95, 1.32, , , , 140.0
 22.7, 31.7, 13.1, 1.42, , , , 180.0
 63.12, 16.59, 0.75, 7.91, , , , 72.45
 63.27, 16.52, 0.75, 7.87, , , , 73.14
 63.0, 4.0, , 13.0, 4.0, 5.0, , 82.7
 63.0, 4.0, , 13.0, 5.0, 5.0, , 82.3
 63.0, 5.0, , 12.0, 5.0, 5.0, , 82.3
 65.0, 5.0, , 13.0, 4.0, 6.0, , 81.5
 65.0, 5.0, , 12.0, 4.0, 6.0, , 79.9
 54.69, 13.0, 1.0, 5.0, , , , 75.0
 59.7, 16.0, , 5.0, , , , 70.0
 58.68, 16.0, 1.0, 4.0, , , , 70.0
 60.58, 17.0, 3.0, 4.0, , , , 80.0
 63.39, 16.0, 1.0, 8.0, , , , 70.0
 59.7, 16.0, , 8.0, , , , 75.0
 60.7, 15.0, , 5.0, 2.0, 2.0, , 65.0
 55.0, 7.0, 3.0, 4.0, 5.0, 5.0, , 80.0
 54.7, 13.0, 1.0, 5.0, , , , 75.0
 59.7, 16.0, , 5.0, , , , 70.0
 62.63, 18.5, 9.47, 8.49, 0.7, , , 85.56
 63.01, 19.99, 11.26, 4.84, 0.7, , , 86.94
 62.32, 17.25, 7.98, 11.56, 0.7, , , 84.18
 63.89, 16.39, 6.62, 11.21, 0.75, , , 84.18
 63.14, 16.39, 6.62, 11.96, 0.75, , , 84.18
 61.39, 18.14, 6.62, 11.96, 0.75, , , 84.18
 61.39, 18.89, 9.62, 8.71, 0.25, , , 86.94
 63.89, 18.64, 9.62, 6.96, 0.25, , , 84.87
 65.0, 15.0, 6.0, 14.0, , , , 82.8
 65.94, 15.31, , , 9.3, 7.0, , 74.0
 67.76, 13.54, , , 12.29, 6.18, , 69.0
 66.23, 13.25, , , 8.05, 12.24, , 67.0
 64.42, 13.74, 3.84, , 8.35, 5.53, , 77.0
 62.68, 13.67, 3.82, , 8.31, 5.5, , 77.0
 63.61, 13.71, 3.83, , 8.34, 5.52, , 77.0
 61.87, 13.65, 3.81, , 8.29, 5.49, , 78.0
 63.59, 16.55, 1.25, 7.01, , , , 73.14
 63.43, 16.62, 1.25, 7.05, , , , 73.14
 63.12, 16.59, 0.75, 7.91, , , , 72.45
 63.27, 16.52, 0.75, 7.87, , , , 73.14
 65.3, 20.1, 1.8, , 0.3, , , 86.0
 74.32, 3.6, , , , 3.3, , 103.0
 75.08, , 0.7, , , 2.2, , 110.0
 67.0, , 14.0, , , 10.0, , 59.0
 42.0, 14.0, 10.0, , , , , 66.0
 50.0, 25.0, 14.0, , , , , 82.0
 62.43, 0.8, 4.11, 11.0, 3.21, 9.17, , 82.0
 59.78, 0.65, 6.21, 14.04, 3.18, 6.65, , 88.0
 61.18, 0.63, 4.08, 10.91, 3.18, 9.09, , 85.0
 59.54, 0.67, 7.76, 16.15, 3.26, 5.12, , 90.0
 60.89, 0.64, 4.73, 11.93, 1.07, 11.49, , 84.0
 59.44, 0.63, 3.26, 17.09, 4.14, 1.61, , 90.0
 55.84, 3.46, 7.68, 16.02, 3.2, 4.26, , 93.0
 61.8, 0.64, 4.05, 10.92, 4.28, 9.02, , 83.0
 62.02, 1.44, 4.1, 10.98, 3.2, 9.0, , 84.0
 60.07, 0.64, 4.09, 10.93, 3.19, 9.11, , 85.0
 47.6, 18.0, 10.0, , , , , 105.0
 43.6, 18.0, 12.0, , , , , 108.0
 43.6, 18.0, 11.0, , 2.0, , , 105.0
 45.6, 18.0, 10.0, , , , , 105.0
 45.6, 18.0, 10.0, , , , , 106.0
 50.6, 18.0, 8.0, , 2.0, , , 103.0
 49.6, 18.0, 8.0, , 4.0, , , 103.0
 51.6, 18.0, 5.0, 1.5, , , , 101.0
 51.6, 14.0, 8.0, , , , , 105.0
 55.6, 14.0, 8.0, , , , , 100.0
 75.1, 7.0, 0.8, , , 2.0, , 100.0
 74.5, 7.0, 0.8, , , 2.0, , 100.0
 74.0, 7.0, , 0.8, , 2.0, , 98.0
 70.3, 6.5, 0.8, , , 1.5, , 96.0
 69.7, 6.5, 0.8, , , 1.5, , 96.0
 69.2, 6.5, 0.8, , , 1.5, , 98.0
 66.3, 6.5, 0.8, , , 1.5, , 96.0
 65.7, 6.5, 0.8, , , 1.5, , 98.0
 65.2, 6.5, 0.8, , , 1.5, , 96.0
 66.3, 6.5, 0.8, , , 1.5, , 96.0
 41.75, 9.24, 0.97, 1.36, 3.0, 4.55, , 83.4
 44.84, 9.51, 1.0, 1.39, 3.08, 4.69, , 82.8
 45.61, 8.38, 3.06, 1.42, 0.78, 5.96, , 85.9
 48.1, 9.79, 1.03, 1.44, 3.18, 4.83, , 82.1
 49.71, 7.37, 3.44, 1.47, 1.06, 8.66, , 81.8
 49.15, 7.22, 1.87, 1.44, 0.88, 7.89, , 81.6
 50.17, 6.55, 1.04, 1.44, 1.19, 7.87, , 83.1
 50.69, 6.62, 1.05, 1.46, 3.22, 4.89, , 81.2
 52.3, 5.34, 2.64, , 2.43, 6.16, , 83.4
 54.31, 6.82, 1.08, 1.5, 3.32, 5.04, , 80.6
 54.76, 5.9, , 10.54, 3.59, 6.81, , 82.7
 54.9, 5.91, , 10.57, 4.49, 6.83, , 82.3
 54.54, 7.34, , 9.7, 4.46, 6.78, , 82.3
 56.51, 7.38, , 10.55, 3.59, 8.18, , 81.5
 55.74, 7.27, , 9.6, 3.54, 8.07, , 79.9
 61.54, 16.24, 3.56, 0.5, 13.43, 3.57, , 73.3
 60.63, 18.48, 0.74, 4.41, 0.04, , , 85.02
 61.23, 18.19, 0.73, 4.34, 0.04, , , 84.44
 60.17, 18.23, 0.87, 4.08, 0.04, , , 84.92
 55.7, 19.25, 1.44, 3.23, 0.04, , , 88.12
 58.45, 18.91, 0.99, 4.04, 0.05, , , 84.92
 60.31, 18.88, 0.75, 4.5, 0.04, , , 85.22
 56.7, 18.96, 1.2, 3.6, 0.04, , , 85.97
 58.68, 19.19, 1.74, 3.59, 0.05, , , 87.5
 65.3, 20.1, 1.8, , 0.3, , , 86.0
 74.32, 3.6, , , , 3.3, , 103.0
 75.08, , 0.7, , , 2.2, , 110.0
 47.2, 17.0, 8.3, , 7.8, , , 59.0
 45.0, 12.0, 11.0, , , 2.5, , 66.0
 56.77, 1.99, , 10.66, 7.97, 8.96, , 82.0
 *, *, , , , , , 70.0
 46.29, 39.28, , , , , , 121.0
 55.33, 5.19, , 7.92, 5.27, , , 73.0
 53.01, 4.93, , 6.78, 4.99, , , 74.0
 52.77, 4.52, , 6.87, 5.81, , , 74.0
 52.16, 4.53, , 6.81, 6.42, , , 77.0
 52.24, 4.96, , 8.2, 11.02, , , 78.0
 53.22, 4.94, , 8.14, 12.94, , , 77.0
 53.01, 4.69, , 7.75, 13.34, , , 77.0
 , 40.98, , , , , , 260.0
 43.6, 18.0, 11.0, , 2.0, , , 105.0
 49.6, 18.0, 8.0, , 4.0, , , 103.0
 49.6, 14.0, 8.0, , 2.0, , , 107.0
 53.6, 14.0, 8.0, , 2.0, , , 100.0
 47.6, 18.0, 8.0, , 6.0, , , 100.0
 47.6, 18.0, 8.0, , 4.0, , , 102.0
 48.6, 15.0, 6.0, , 4.0, , , 105.0
 49.6, 15.0, 6.0, , 4.0, , , 103.0
 46.6, 15.0, 6.0, , 6.0, , , 102.0
 45.6, 18.0, 8.0, , 4.0, , , 108.0
 47.6, 18.0, 10.0, , , , , 105.0
 43.6, 18.0, 12.0, , , , , 108.0
 43.6, 18.0, 11.0, , 2.0, , , 105.0
 45.6, 18.0, 10.0, , , , , 105.0
 45.6, 18.0, 10.0, , , , , 106.0
 50.6, 18.0, 8.0, , 2.0, , , 103.0
 49.6, 18.0, 8.0, , 4.0, , , 103.0
 51.6, 18.0, 5.0, 1.5, , , , 101.0
 47.6, 18.0, 8.0, , 4.0, , , 102.0
 45.6, 18.0, 8.0, , 4.0, , , 108.0
 63.59, 16.55, 1.25, 7.01, , , , 73.14
 63.43, 16.62, 1.25, 7.05, , , , 73.14
 63.12, 16.59, 0.75, 7.91, , , , 72.45
 63.27, 16.52, 0.75, 7.87, , , , 73.14
 35.6, 18.1, 5.1, 3.8, 9.9, 3.3, , 82.0
 56.9, 9.6, , , 13.9, 4.8, , 77.0
 44.7, 6.0, , 3.7, 13.1, 3.2, , 75.0
 44.9, 22.8, 2.0, 2.4, 10.3, 3.1, , 83.0
 39.6, 19.0, 5.1, 4.3, 17.7, 4.8, , 77.0
 40.1, 7.8, , 4.2, 10.0, 3.2, , 78.0
 38.0, 22.5, 0.9, 1.2, 24.6, 1.4, , 74.0
 39.5, 20.2, 5.0, 3.7, , 10.0, , 85.0
 45.0, 11.9, 1.0, 3.2, 24.8, , , 75.0
 44.34, 12.22, 1.11, 2.22, 20.0, , , 74.0
 22.11, 15.0, , , , , , 68.0
 21.97, 11.93, , , , , , 76.0
 22.32, 22.72, , , , , , 71.0
 18.3, 14.63, , , , , , 66.0
 18.36, 14.83, , , , , , 68.0
 24.87, 16.17, , 4.49, , , , 64.0
 25.87, 16.86, , , , , , 60.0
 30.57, 16.82, , , , , , 64.0
 23.07, 15.0, , , , , , 64.0
 16.73, 22.8, , , , , , 60.0
 49.91, 15.99, 6.25, 1.0, 4.0, , , 90.0
 47.45, 15.5, 6.25, 1.0, 5.5, , , 90.0
 49.87, 15.99, 6.25, 1.0, 4.0, , , 91.0
 50.92, 16.33, 6.38, 1.02, 2.05, , , 91.0
 51.4, 12.0, 5.0, 2.01, 6.0, , , 85.0
 58.0, 5.0, 2.0, 7.0, 1.0, 7.0, , 84.0
 59.2, , 3.3, 9.2, 2.2, 9.1, , 88.0
 60.4, 2.0, 3.0, 8.0, 6.0, 7.0, , 83.0
 61.6, 4.8, 2.2, 11.4, 3.2, 10.3, , 86.0
 62.4, 0.7, 4.1, 11.2, 3.3, 8.9, , 82.0
 63.8, , 2.0, 7.9, 1.1, 14.8, , 80.0
 60.63, 18.48, 0.74, 4.41, 0.04, , , 85.02
 61.23, 18.19, 0.73, 4.34, 0.04, , , 84.44
 60.17, 18.23, 0.87, 4.08, 0.04, , , 84.92
 55.7, 19.25, 1.44, 3.23, 0.04, , , 88.12
 58.45, 18.91, 0.99, 4.04, 0.05, , , 84.92
 60.31, 18.88, 0.75, 4.5, 0.04, , , 85.22
 56.7, 18.96, 1.2, 3.6, 0.04, , , 85.97
 58.62, 19.17, 1.74, 3.59, 0.05, , , 87.5
 76.1, 7.1, 0.8, , , 1.0, , 90.0
 76.1, 7.1, 0.8, , , 1.0, , 93.0
 76.1, 7.1, 0.8, , , 1.0, , 96.0
 67.3, 7.4, 2.0, , , 2.0, , 83.0
 66.7, 7.0, 1.5, , , 2.0, , 82.0
 69.5, 7.0, 1.7, , , 2.0, , 83.0
 68.7, 7.0, 1.7, , , 2.0, , 83.0
 67.8, 9.0, 2.0, , , 2.5, , 83.0
 68.0, 8.5, 1.5, , , 2.5, , 85.0
 75.3, 7.0, 0.8, , , 2.0, , 102.0
 73.8, 6.5, 0.8, , , 1.5, , 99.0
 73.48, 6.63, 0.82, , , 1.53, , 96.0
 74.2, 6.5, 0.8, , , 1.5, , 98.0
 73.8, 6.5, 0.8, , 0.5, 1.0, , 98.0
 70.5, 6.5, 0.8, , , 1.5, , 97.0
 70.5, 6.5, 0.8, , , 1.5, , 96.0
 66.5, 6.5, 0.8, , , 1.5, , 95.0
 66.8, 6.5, 0.8, , , 1.5, , 92.0
 68.5, 6.5, 0.8, , , 1.5, , 94.0
 70.5, 6.5, 0.8, , , 1.5, , 100.0
 40.38, , , , , 9.0, , 38.0
 40.95, , , , , 9.53, , 43.0
 38.37, , , , , 6.84, , 43.0
 36.62, , , , , 6.87, , 40.0
 41.27, , , , , 6.92, , 40.0
 39.72, , , , 2.28, 4.15, , 45.0
 36.33, , , , 3.66, 8.33, , 57.0
 42.5, , , , 2.83, 4.3, , 40.0
 63.62, 15.9, , 6.96, 0.00497, 9.94E-4, , 71.0
 63.74, 15.93, , 6.97, 0.02, 0.00498, , 71.0
 63.86, 15.96, , 6.99, 0.05, 0.009979, , 71.0
 63.9, 15.98, , 6.99, 0.06, 0.009986, , 71.0
 63.41, 15.86, , 6.94, 0.005946, 9.91E-4, , 71.0
 63.62, 15.9, , 6.96, 0.02, 0.00497, , 71.0
 63.65, 15.91, , 6.96, 0.05, 0.009944, , 71.0
 63.67, 15.92, , 6.96, 0.05, 0.009949, , 71.0
 57.23, 12.99, 2.0, 2.0, 14.48, 4.89, , 75.0
 59.6, 15.5, , 8.0, , , , 67.0
 62.4, 14.5, , 8.0, , , , 67.0
 62.9, 14.5, , 8.5, , , , 69.0
 62.4, 14.5, 1.0, 7.0, , , , 68.0
 59.0, 16.5, , 7.0, , , , 67.0
 60.7, 18.0, , 8.0, , , , 71.0
 60.7, 13.0, , 8.3, , , , 64.0
 28.52, 15.07, , , , , , 125.1
 30.25, 15.98, , , , , , 109.0
 36.22, 19.14, , , , , , 130.2
 77.08, 0.48, , , 14.6, , , 72.5
 76.43, 1.13, , , 14.5, , , 72.9
 74.24, 3.58, , , 14.44, , , 73.4
 70.35, 7.51, , , 14.18, , , 73.7
 66.36, 11.92, , , 14.01, , , 73.8
 62.59, 15.87, , , 13.87, , , 70.8
 60.08, 19.14, , , 13.21, , , 67.6
 56.34, 23.27, , , 12.96, , , 66.9
 54.04, 26.4, , , 12.3, , , 69.4
 52.62, 28.3, , , 12.1, , , 70.8
 78.82, 0.27, , , 15.0, , , 72.4
 77.53, 1.92, , , 14.71, , , 72.7
 76.73, 3.3, , , 14.46, , , 72.6
 75.12, 6.53, , , 13.49, , , 73.1
 73.15, 9.2, , , 12.76, , , 73.2
 71.3, 11.94, , , 11.91, , , 73.1
 66.4, 16.27, , , 12.46, , , 70.7
 62.8, 19.55, , , 12.64, , , 67.1
 55.51, 25.7, , , 13.39, , , 68.5
 52.56, 28.9, , , 13.19, , , 70.4
 , , , , 11.74, , 2.06, 51.0
 , , , , 11.22, , 4.17, 52.0
 , , , , 10.69, , 6.3, 51.0
 , , , , 10.16, , 8.48, 52.0
 , , , , 9.05, , 12.96, 53.0
 , , , , 7.9, , 17.6, 51.0
 , , , , 6.71, , 22.42, 51.0
 , , , , 5.47, , 27.43, 50.0
 , , , , 4.19, , 32.64, 49.0
 80.54, 2.54, 0.01, 0.02, 3.54, 0.64, , 62.2
 73.41, 1.45, 0.08, 10.3, 14.74, 0.01, , 72.1
 , 32.3, , , , , , 153.0
 , 31.3, , , , , , 137.0
 , 27.72, , , , , , 138.0
 , 31.81, , , , , , 144.0
 , 30.93, , , , , , 152.0
 , 29.79, , , , , , 134.0
 , 33.88, , , , , , 139.0
 3.02, 25.63, , , , , , 134.0
 3.97, 33.69, , , , , , 145.0
 3.56, 30.18, , , , , , 149.0
 57.0, 20.8, , 3.2, , , , 81.0
 65.9, 9.2, 4.1, , 3.0, , , 78.0
 60.8, 15.5, 4.3, 2.7, 2.8, , , 81.0
 63.4, 13.1, 1.5, , , , , 79.0
 59.3, 12.7, 5.0, , 1.9, , , 80.0
 63.7, 16.4, , 5.0, , , , 80.0
 65.7, 15.3, 1.0, , , , , 81.0
 65.0, 12.8, , 0.9, 4.5, , , 80.0
 62.8, 12.0, 4.0, 0.9, , 5.0, , 80.0
 58.1, 18.6, 3.3, , , , , 80.0
 21.71, 15.02, , , , , , 104.2
 21.48, 14.86, , , , , , 105.6
 21.26, 14.7, , , , , , 106.7
 20.83, 14.4, , , , , , 108.2
 21.68, 14.99, , , , , , 104.4
 21.64, 14.97, , , , , , 105.3
 21.7, 15.0, , , , , , 105.3
 21.7, 15.01, , , , , , 104.2
 21.17, 16.19, , , , , , 106.6
 21.12, 16.92, , , , , , 107.0
 68.3, 5.0, , 3.5, 11.0, , , 77.0
 67.87, 8.01, , 0.6, 8.61, 1.6, , 69.0
 57.3, 13.0, 2.0, 2.0, 14.5, 4.9, , 75.0
 , 3.9, 2.03, 0.86, 4.28, 9.15, , 50.3
 , 3.36, 3.43, 0.74, 3.69, 7.91, , 60.2
 1.29, 3.56, 2.49, 0.79, 3.92, 8.37, , 56.3
 , 3.39, 3.46, 0.75, 3.72, 7.96, , 62.2
 0.63, 3.48, 2.99, 0.77, 3.82, 8.17, , 59.0
 , 3.39, 2.37, 0.75, 3.72, 7.96, , 60.3
 1.25, 3.45, 3.53, 0.77, 3.79, 8.11, , 61.6
 , 3.89, 2.71, 0.86, 4.27, 9.14, , 54.7
 1.17, 3.25, 2.27, 0.72, 3.57, 7.63, , 60.5
 , 3.34, 2.33, 0.74, 3.67, 7.85, , 61.6
 21.71, 15.02, , , , , , 104.2
 21.48, 14.86, , , , , , 105.6
 21.26, 14.7, , , , , , 106.7
 20.83, 14.4, , , , , , 108.2
 21.68, 14.99, , , , , , 104.2
 21.64, 14.97, , , , , , 105.3
 21.7, 15.0, , , , , , 105.3
 21.7, 15.01, , , , , , 104.2
 21.17, 16.19, , , , , , 106.6
 21.12, 16.92, , , , , , 107.0
 , 3.9, 2.03, 0.86, 4.28, 9.15, , 50.3
 , 3.36, 3.43, 0.74, 3.69, 7.91, , 60.2
 1.29, 3.56, 2.49, 0.79, 3.92, 8.37, , 56.3
 , 3.39, 3.46, 0.75, 3.72, 7.96, , 62.2
 0.63, 3.48, 2.99, 0.77, 3.82, 8.17, , 59.0
 , 3.39, 2.37, 0.75, 3.72, 7.96, , 60.3
 1.25, 3.45, 3.53, 0.77, 3.79, 8.11, , 61.6
 , 3.89, 2.71, 0.86, 4.27, 9.14, , 54.7
 1.18, 3.28, 2.29, 0.72, 3.6, 7.7, , 60.5
 , 3.37, 2.35, 0.74, 3.7, 7.92, , 61.6
 , 6.2, , , , , , 63.8
 2.35, 7.03, , , , , , 64.8
 2.47, 8.23, , , , , , 69.1
 5.25, 7.87, , , , , , 71.5
 2.2, 8.07, , , , , , 66.1
 4.31, 9.31, , , , , , 72.2
 3.68, 6.98, , , , , , 71.4
 2.59, 7.76, 1.74, , , , , 73.6
 , 6.07, 8.12, , , , , 64.5
 2.3, 6.9, 5.59, , , , , 62.9
 61.57, 18.48, , , 5.37, 5.05, , 83.0
 61.89, 18.44, , , 5.36, 5.04, , 82.6
 61.55, 19.13, , , 5.33, 5.01, , 82.8
 62.34, 19.23, , , 3.9, 5.03, , 83.0
 62.24, 17.74, , , 5.39, 5.07, , 82.8
 62.93, 16.99, , , 5.41, 5.08, , 82.5
 62.46, 19.42, , , 5.41, 5.08, , 81.7
 63.25, 19.51, , , 5.44, 5.11, , 81.2
 61.86, 19.09, , , 5.32, 5.0, , 82.4
 61.86, 19.23, , , 4.38, 5.03, , 83.1
 60.94, 8.08, 2.56, 11.55, 8.35, , , 87.5
 59.59, 9.63, 2.54, 11.48, 8.29, , , 87.8
 61.86, 8.2, 6.49, 6.32, 8.48, , , 87.9
 62.34, 8.26, 8.5, 3.64, 8.54, , , 88.3
 55.39, 14.1, 1.24, 12.92, 8.09, , , 88.8
 60.37, 9.61, 1.9, 11.89, 7.79, , , 87.6
 61.14, 9.58, 1.26, 11.85, 7.76, , , 86.7
 60.98, 9.55, 0.63, 12.7, 7.74, , , 86.8
 60.83, 9.53, , 13.54, 7.72, , , 86.4
 60.55, 9.48, 0.62, 11.73, 7.68, , , 87.0
 60.17, 16.27, 8.1, 13.61, 0.31, 0.2, , 87.5
 60.57, 16.34, 9.95, 12.65, 0.03, , , 87.7
 60.18, 17.15, 9.43, 12.24, , , , 87.5
 60.18, 17.15, 9.43, 12.24, , 1.0, , 86.3
 60.18, 17.15, 9.43, 12.24, 0.5, , , 87.4
 60.18, 17.15, 9.43, 12.24, , 0.5, , 87.0
 60.18, 17.15, 9.43, 12.24, , , , 87.5
 60.18, 17.15, 9.43, 12.24, , 0.5, , 86.9
 60.93, 15.65, 10.18, 12.24, 0.25, 0.25, , 87.0
 60.93, 15.65, 10.18, 12.24, , , , 87.1
 56.44, 19.82, 1.31, 4.3, , , , 73.08
 56.86, 17.69, 1.32, 4.33, , , , 71.02
 57.27, 15.53, 1.33, 4.36, , , , 68.26
 57.68, 13.35, 1.34, 4.39, , , , 65.5
 58.11, 11.13, 1.35, 4.42, , , , 63.43
 53.84, 14.38, 1.51, 4.88, , , , 65.5
 58.28, 13.14, 2.6, 2.76, , , , 66.19
 58.56, 13.2, 3.84, 1.07, , , , 66.88
 57.71, 13.0, 1.97, 2.74, , , , 65.5
 57.43, 12.95, 2.56, 1.05, , , , 65.5
 58.26, 16.67, 0.81, 4.19, , , , 70.0
 59.58, 15.26, 1.18, 4.44, , , , 68.0
 60.45, 15.64, , 5.62, , , , 74.0
 59.87, 17.34, 3.22, 3.97, , , , 77.0
 62.1, 17.35, 1.36, 7.57, , , , 73.0
 61.44, 16.45, 1.78, 5.72, , , , 72.0
 59.86, 13.24, 1.78, 4.14, , , , 73.0
 60.6, 11.79, 2.39, 4.16, , , , 73.0
 51.19, 20.68, 0.55, 1.52, , , , 74.0
 58.86, 12.29, 3.64, 1.69, , , , 71.0
 62.86, 21.73, 4.48, 5.72, , , , 90.8
 62.33, 21.64, 5.01, 4.42, , , , 91.2
 62.81, 21.72, 4.35, 5.55, , , , 90.8
 59.89, 21.54, 9.08, 7.8, 1.5, , , 92.4
 59.88, 19.96, 9.93, 8.53, 1.5, , , 93.2
 59.88, 18.54, 10.68, 9.19, 1.5, , , 94.5
 59.88, 17.36, 11.31, 9.73, 1.5, , , 94.9
 58.64, 21.2, 10.14, 8.74, 1.07, , , 94.9
 58.63, 21.21, 9.92, 8.54, 1.5, , , 94.6
 58.63, 21.2, 9.44, 9.44, 1.07, , , 94.3
 58.32, 21.09, 10.14, 8.74, 1.5, , , 94.2
 58.02, 21.01, 10.05, 8.69, 1.07, , , 95.1
 58.64, 21.2, 8.73, 10.13, 1.07, , , 93.8
 , 3.9, 2.03, 0.86, 4.28, 9.15, , 50.3
 , 3.36, 3.43, 0.74, 3.69, 7.91, , 60.2
 1.29, 3.56, 2.49, 0.79, 3.92, 8.37, , 56.3
 , 3.39, 3.46, 0.75, 3.72, 7.96, , 62.2
 0.63, 3.48, 2.99, 0.77, 3.82, 8.17, , 59.0
 , 3.39, 2.37, 0.75, 3.72, 7.96, , 60.3
 1.25, 3.45, 3.53, 0.77, 3.79, 8.11, , 61.6
 , 3.89, 2.71, 0.86, 4.27, 9.14, , 54.7
 1.17, 3.25, 2.27, 0.72, 3.57, 7.63, , 60.5
 , 3.34, 2.33, 0.74, 3.67, 7.85, , 61.6
 21.71, 15.02, , , , , , 104.2
 21.48, 14.86, , , , , , 105.6
 21.26, 14.7, , , , , , 106.7
 20.83, 14.4, , , , , , 108.2
 21.68, 14.99, , , , , , 104.4
 21.64, 14.97, , , , , , 105.3
 21.7, 15.0, , , , , , 105.3
 21.7, 15.01, , , , , , 104.2
 21.17, 16.19, , , , , , 106.6
 21.12, 16.92, , , , , , 107.0
 , 6.2, , , , , , 63.8
 2.35, 7.03, , , , , , 64.8
 2.47, 8.23, , , , , , 69.1
 5.25, 7.87, , , , , , 71.5
 2.2, 8.07, , , , , , 66.1
 4.31, 9.31, , , , , , 72.2
 3.68, 6.98, , , , , , 71.4
 2.59, 7.76, 1.74, , , , , 73.6
 , 6.07, 8.12, , , , , 64.5
