Search Condition
State,Not Specified
Composition
,Component Unit,mass%
Component,Main,,Component,,,,min,max
,,NOT,B2O3,,,,,,
,*,AND,Na2O,,,,,,
,*,AND,MgO,,,,,,
,*,AND,Al2O3,,,,,,
,*,AND,SiO2,,,,,,
,,OR,SO2,SO3,,,,,
,,OR,K2O,,,,,,
,*,AND,CaO,,,,,,
,Total of Main Components >=,96,%
Commercial Glass,
Glass System,
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Poisson Ratio,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,10000

List Condition
,Component Unit,mass%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, Na2O, K2O, SO3, SO2, Poisson Ratio
1896, GP20-387837, US Patent    Corning Inc. (US), 2017, A0349876, , 0.6, , 1.08, 7.85, 3.0, 4.23, , , 0.24
1897, GP06-388076, US Patent    Corning Inc. (US), 2018, A10000410, 55.94, 6.17, 22.38, 0.02, 0.06, 12.5, 0.69, , , 0.213
1898, GP06-388077, US Patent    Corning Inc. (US), 2018, A10000410, 57.47, 6.2, 21.69, 0.01, 0.05, 12.61, 0.7, , , 0.211
1899, GP06-388078, US Patent    Corning Inc. (US), 2018, A10000410, 56.53, 4.09, 24.51, 0.01, 0.11, 13.12, 1.41, , , 0.221
1900, GP06-388079, US Patent    Corning Inc. (US), 2018, A10000410, 50.82, 6.17, 26.23, 0.01, 0.07, 15.79, 0.69, , , 0.228
1901, GP06-388080, US Patent    Corning Inc. (US), 2018, A10000410, 57.39, 6.23, 22.61, 0.01, 0.05, 12.76, 0.73, , , 0.221
1902, GP02-388081, US Patent    Corning Inc. (US), 2018, A10000410, 60.56, 6.02, 20.27, 0.01, 0.04, 12.5, 0.37, , , 0.223
1903, GP02-388082, US Patent    Corning Inc. (US), 2018, A10000410, 60.55, 6.03, 20.25, 0.01, 0.04, 12.52, 0.37, , , 0.236
1904, GP02-388083, US Patent    Corning Inc. (US), 2018, A10000410, 60.6, 5.98, 20.27, 0.01, 0.04, 12.5, 0.37, , , 0.221
1905, GP06-388084, US Patent    Corning Inc. (US), 2018, A10000410, 49.55, 5.48, 28.21, 0.03, 0.05, 16.11, 0.35, , , 0.218
1906, GP06-388085, US Patent    Corning Inc. (US), 2018, A10000410, 56.93, 6.11, 23.11, 0.01, 0.11, 12.09, 1.42, , , 0.215
1907, GP02-388086, US Patent    Corning Inc. (US), 2018, A10000410, 59.34, 6.0, 20.79, 0.46, 0.03, 13.01, 0.14, , , 0.222
1908, GP02-388087, US Patent    Corning Inc. (US), 2018, A10000410, 59.36, 5.89, 20.79, 0.47, 0.03, 13.09, 0.14, , , 0.231
1909, GP02-388089, US Patent    Corning Inc. (US), 2018, A10000410, 49.04, 6.21, 27.11, 0.03, 0.05, 16.98, 0.36, , , 0.228
1910, GP06-388090, US Patent    Corning Inc. (US), 2018, A10000410, 50.24, 5.42, 27.6, 0.62, 0.04, 15.5, 0.36, , , 0.221
1911, GP06-388091, US Patent    Corning Inc. (US), 2018, A10000410, 59.43, 5.4, 21.33, 0.97, 0.03, 12.52, 0.16, , , 0.213
1912, GP02-388092, US Patent    Corning Inc. (US), 2018, A10000410, 64.19, 4.16, 19.04, 0.01, 0.06, 11.58, 0.73, , , 0.209
1913, GP02-388093, US Patent    Corning Inc. (US), 2018, A10000410, 59.03, 5.34, 21.22, 0.006036, 0.03, 14.06, 0.16, , , 0.211
1914, GP02-388094, US Patent    Corning Inc. (US), 2018, A10000410, 61.08, 6.31, 19.67, 0.006058, 0.06, 11.93, 0.72, , , 0.211
1915, GP02-388095, US Patent    Corning Inc. (US), 2018, A10000410, 60.48, 5.39, 20.22, 1.23, 0.03, 12.2, 0.29, , , 0.216
1916, GP02-388096, US Patent    Corning Inc. (US), 2018, A10000410, 58.23, 4.8, 21.51, 1.56, 0.05, 12.9, 0.72, , , 0.209
1917, GP02-388097, US Patent    Corning Inc. (US), 2018, A10000410, 56.55, 6.05, 21.34, 0.01, 0.3, 10.93, 4.6, , , 0.212
1918, GP02-388098, US Patent    Corning Inc. (US), 2018, A10000410, 58.57, 6.49, 21.11, 0.006013, 0.06, 12.8, 0.7, , , 0.223
1919, GP02-388099, US Patent    Corning Inc. (US), 2018, A10000410, 58.47, 6.57, 21.23, 0.006025, 0.05, 13.4, 0.01, , , 0.213
1920, GP06-388100, US Patent    Corning Inc. (US), 2018, A10000410, 57.74, 5.45, 22.48, 1.27, 0.03, 12.59, 0.28, , , 0.223
1921, GP06-388101, US Patent    Corning Inc. (US), 2018, A10000410, 61.89, 3.66, 20.85, 1.71, 0.03, 11.56, 0.14, , , 0.211
1922, GP02-388102, US Patent    Corning Inc. (US), 2018, A10000410, 49.68, 5.07, 27.65, 0.01, 0.06, 16.64, 0.67, , , 0.23
1923, GP06-388103, US Patent    Corning Inc. (US), 2018, A10000410, 51.56, 5.81, 25.78, 0.005823, 0.02, 12.91, 3.92, , , 0.233
1924, GP02-388220, US Patent    Corning Inc. (US), 2018, A0016184, 50.34, 3.61, 24.09, 1.47, 0.03, 14.82, 0.04, , , 0.276
1925, GP06-388221, US Patent    Corning Inc. (US), 2018, A0016184, 53.69, 3.75, 22.29, 1.47, 0.03, 13.3, 0.04, , , 0.267
1926, GP02-388222, US Patent    Corning Inc. (US), 2018, A0016184, 50.31, 1.74, 22.97, 1.43, 0.03, 14.07, 0.07, , , 0.236
1927, GP06-388223, US Patent    Corning Inc. (US), 2018, A0016184, 54.64, 2.95, 21.73, 1.78, 0.04, 12.36, 0.04, , , 0.181
1928, GP06-388224, US Patent    Corning Inc. (US), 2018, A0016184, 56.68, 3.35, 21.9, 1.24, 0.03, 12.26, 0.03, , , 0.214
1929, GP02-388315, US Patent    Corning Inc. (US), 2018, A0022640, 45.15, , 20.89, 0.2, 2.78, 12.31, 0.46, , , 0.278
1930, GP02-389035, Japanese Patent    AGC (J), 2018, A065744, 68.38, , 16.58, 2.62, , 4.03, 1.53, , , 0.21
1931, GP02-389036, Japanese Patent    AGC (J), 2018, A065744, 67.32, , 16.32, 2.58, , 4.96, 3.02, , , 0.21
1932, GP02-389037, Japanese Patent    AGC (J), 2018, A065744, 68.87, , 16.69, 3.96, , 2.03, 1.54, , , 0.22
1933, GP02-389038, Japanese Patent    AGC (J), 2018, A065744, 67.79, , 16.43, 3.9, , 3.0, 3.04, , , 0.21
1934, GP02-389039, Japanese Patent    AGC (J), 2018, A065744, 67.3, 2.23, 17.95, 3.23, , 1.98, 1.51, , , 0.22
1935, GP02-389040, Japanese Patent    AGC (J), 2018, A065744, 66.29, 2.19, 17.67, 3.18, , 2.93, 2.97, , , 0.22
1936, GP02-389041, Japanese Patent    AGC (J), 2018, A065744, 67.95, , 19.76, 3.91, , 3.0, 1.52, , , 0.22
1937, GP02-389042, Japanese Patent    AGC (J), 2018, A065744, 66.9, , 19.46, 3.85, , 3.94, 3.0, , , 0.21
1938, GP06-389043, Japanese Patent    AGC (J), 2018, A065744, 66.31, 2.2, 19.29, 2.54, , 2.93, 1.49, , , 0.22
1939, GP06-389044, Japanese Patent    AGC (J), 2018, A065744, 65.35, 2.16, 19.01, 2.51, , 2.89, 1.46, , , 0.22
1940, GP02-389045, Japanese Patent    AGC (J), 2018, A065744, 68.63, , 16.63, 3.29, , 3.03, 1.54, , , 0.21
1941, GP02-389046, Japanese Patent    AGC (J), 2018, A065744, 68.09, , 15.08, 3.97, , 4.58, 1.55, , , 0.22
1942, GP02-389047, Japanese Patent    AGC (J), 2018, A065744, 69.48, , 12.64, 4.66, 0.19, 5.43, 1.56, , , 0.22
1943, GP02-389183, Japanese Patent    AGC (J), 2018, A083749, 59.94, , 18.12, 5.02, , 14.98, 1.4, , , 0.22
1944, GP02-389184, Japanese Patent    AGC (J), 2018, A083749, 59.24, , 17.47, 5.36, , 15.91, 1.48, , , 0.2
1945, GP02-389185, Japanese Patent    AGC (J), 2018, A083749, 60.99, , 16.87, 5.27, , 15.63, 0.89, , , 0.23
1946, GP02-389186, Japanese Patent    AGC (J), 2018, A083749, 60.82, , 16.82, 5.25, , 15.57, 1.19, , , 0.23
1947, GP02-389353, Japanese Patent    Nippon Electric Glass (J), 2018, A095544, 66.14, 2.5, 14.0, 3.0, , 13.4, 0.6, , , 0.19
1948, GP02-389356, Japanese Patent    Nippon Electric Glass (J), 2018, A095544, 64.45, , 16.3, 5.1, , 13.8, 0.15, , , 0.19
1949, GP02-389357, Japanese Patent    Nippon Electric Glass (J), 2018, A095544, 60.78, 0.6, 16.3, 3.58, 0.52, 14.1, 3.64, , , 0.2
1950, GP02-389358, Japanese Patent    Nippon Electric Glass (J), 2018, A095544, 64.67, , 16.5, 3.5, 0.06, 14.9, , , , 0.2
1951, GP02-389359, Japanese Patent    Nippon Electric Glass (J), 2018, A095544, 61.86, 3.5, 19.7, 1.5, 0.03, 13.2, 0.01, , , 0.22
1952, GP02-389360, Japanese Patent    Nippon Electric Glass (J), 2018, A095544, 61.57, 0.5, 18.0, 3.0, 0.08, 14.5, 2.0, , , 0.2
1953, GP02-389361, Japanese Patent    Nippon Electric Glass (J), 2018, A095544, 62.23, , 12.99, 6.29, 0.22, 11.29, 5.89, , , 0.2
1954, GJ20-389495, J. American Ceramic Soc., 2015, v. 098  p. 2767, , , , , , 5.98, 9.1, , , 0.29
1955, XP03-391797, Japanese Patent    Others, 2018, A506501, 45.96, 2.28, 16.26, 14.12, , 3.0, 9.25, , , *
1956, XP03-391798, Japanese Patent    Others, 2018, A506501, 45.96, 2.28, 16.26, 12.12, , 7.0, 7.25, , , *
1957, XP08-391799, Japanese Patent    Others, 2018, A506501, 43.08, 5.35, 19.25, 8.56, , 5.35, 9.62, , , *
1958, XP08-391800, Japanese Patent    Others, 2018, A506501, 46.2, 5.55, 15.71, 8.31, , 8.31, 6.47, , , *
1959, XP08-391801, Japanese Patent    Others, 2018, A506501, 48.28, 6.12, 13.97, 8.73, , 8.73, 5.24, , , *
1960, XP08-391802, Japanese Patent    Others, 2018, A506501, 50.41, 6.7, 10.88, 10.05, , 9.21, 4.19, , , *
1961, XP08-391803, Japanese Patent    Others, 2018, A506501, 58.71, 6.71, 8.39, 4.19, , 5.03, 8.39, , , *
1962, XP08-391804, Japanese Patent    Others, 2018, A506501, 55.05, 8.8, 10.27, 5.14, , 5.87, 5.87, , , *
1963, XP08-391805, Japanese Patent    Others, 2018, A506501, 51.5, 9.88, 11.29, 6.35, , 7.06, 4.23, , , *
1964, XP08-391806, Japanese Patent    Others, 2018, A506501, 38.11, 12.19, 15.24, 9.9, , 9.14, 3.04, , , *
1965, XP08-391807, Japanese Patent    Others, 2018, A506501, 33.48, 12.63, 18.95, 12.64, , 10.11, 1.9, , , *
1966, XP03-391808, Japanese Patent    Others, 2018, A506501, 45.04, 1.0, 25.92, 12.01, , 5.01, 5.01, , , *
1967, XP03-392237, US Patent    Others, 2018, A0044225, 45.96, 2.28, 16.26, 14.12, , 3.0, 9.25, , , 0.29
1968, XP08-392238, US Patent    Others, 2018, A0044225, 45.96, 2.28, 16.26, 12.12, , 7.0, 7.25, , , 0.29
1969, XP08-392239, US Patent    Others, 2018, A0044225, 43.08, 5.35, 19.25, 8.56, , 5.35, 9.62, , , 0.28
1970, XP08-392240, US Patent    Others, 2018, A0044225, 46.2, 5.55, 15.71, 8.31, , 8.31, 6.47, , , 0.28
1971, XP08-392241, US Patent    Others, 2018, A0044225, 49.01, 6.21, 14.18, 8.86, , 8.86, 3.83, , , 0.28
1972, XP08-392242, US Patent    Others, 2018, A0044225, 50.41, 6.7, 10.88, 10.05, , 9.21, 4.19, , , 0.27
1973, XP08-392243, US Patent    Others, 2018, A0044225, 58.71, 6.71, 8.39, 4.19, , 5.03, 8.39, , , 0.28
1974, XP08-392244, US Patent    Others, 2018, A0044225, 55.05, 8.8, 10.27, 5.14, , 5.87, 5.87, , , 0.28
1975, XP08-392245, US Patent    Others, 2018, A0044225, 51.5, 9.88, 11.29, 6.35, , 7.06, 4.23, , , 0.29
1976, XP08-392246, US Patent    Others, 2018, A0044225, 38.11, 12.19, 15.24, 9.9, , 9.14, 3.04, , , 0.27
1977, XP03-392247, US Patent    Others, 2018, A0044225, 33.49, 12.64, 18.95, 12.64, , 10.11, 1.9, , , 0.28
1978, XP03-392248, US Patent    Others, 2018, A0044225, 45.04, 1.0, 25.92, 12.01, , 5.01, 5.01, , , 0.27
1979, GP02-392251, US Patent    Corning Inc. (US), 2018, A0050952, 60.87, 3.75, 19.82, 2.04, 0.04, 13.19, 0.04, , , 0.213
1980, GP02-392252, US Patent    Corning Inc. (US), 2018, A0050952, 60.49, 3.85, 19.75, 1.74, 0.41, 12.13, 1.36, , , 0.209
1981, GP02-392253, US Patent    Corning Inc. (US), 2018, A0050952, 60.26, 3.83, 19.66, 1.42, 0.4, 12.25, 1.38, , , 0.215
1982, GP02-392254, US Patent    Corning Inc. (US), 2018, A0050952, 61.97, 3.64, 18.81, 1.72, 0.42, 13.18, 0.01, , , 0.223
1983, GP02-392255, US Patent    Corning Inc. (US), 2018, A0050952, 61.69, 3.65, 18.71, 1.7, 0.42, 12.23, 1.35, , , 0.203
1984, GP02-392257, US Patent    Corning Inc. (US), 2018, A0050952, 60.46, 3.74, 19.72, 1.39, 0.04, 13.28, 0.01, , , 0.216
1985, GP02-392258, US Patent    Corning Inc. (US), 2018, A0050952, 60.29, 3.78, 19.68, 1.12, 0.41, 13.34, 0.01, , , 0.205
1986, GP02-392259, US Patent    Corning Inc. (US), 2018, A0050952, 61.53, 3.85, 19.75, 1.44, 0.04, 13.13, 0.01, , , 0.208
1987, GP02-392260, US Patent    Corning Inc. (US), 2018, A0050952, 61.22, 3.73, 19.57, 1.51, 0.04, 13.67, 0.01, , , 0.215
1988, GP02-392261, US Patent    Corning Inc. (US), 2018, A0050952, 60.95, 3.63, 19.27, 1.85, 0.1, 12.65, 0.95, , , 0.212
1989, GP02-392262, US Patent    Corning Inc. (US), 2018, A0050952, 61.36, 3.09, 18.88, 1.77, 0.05, 12.59, 1.22, , , 0.222
1990, GP02-392263, US Patent    Corning Inc. (US), 2018, A0050952, 60.41, 3.75, 19.63, 1.09, 0.03, 13.32, 0.01, , , 0.219
1991, GP02-392264, US Patent    Corning Inc. (US), 2018, A0050952, 61.25, 4.22, 19.69, 1.36, 0.03, 13.12, 0.01, , , 0.225
1992, GP02-392265, US Patent    Corning Inc. (US), 2018, A0050952, 61.39, 3.84, 19.68, 1.37, 0.03, 13.36, 0.01, , , 0.206
1993, GP02-392266, US Patent    Corning Inc. (US), 2018, A0050952, 61.41, 4.34, 19.63, 1.12, 0.05, 13.16, 0.04, , , 0.207
1994, GP02-392267, US Patent    Corning Inc. (US), 2018, A0050952, 61.65, 3.99, 19.66, 1.46, 0.03, 13.0, 0.01, , , 0.214
1995, GP02-392268, US Patent    Corning Inc. (US), 2018, A0050952, 61.33, 4.2, 19.62, 1.52, 0.03, 13.07, 0.01, , , 0.224
1996, GP02-392269, US Patent    Corning Inc. (US), 2018, A0050952, 61.4, 4.4, 19.66, 1.43, 0.03, 12.87, 0.01, , , 0.219
1997, GP02-392270, US Patent    Corning Inc. (US), 2018, A0050952, 61.82, 4.32, 19.38, 1.46, 0.03, 12.76, 0.01, , , 0.218
1998, GP02-392271, US Patent    Corning Inc. (US), 2018, A0050952, 61.47, 4.37, 19.53, 1.49, 0.03, 12.88, 0.01, , , 0.217
1999, GP02-392279, US Patent    Corning Inc. (US), 2018, A0072620, 60.5, 3.88, 20.84, 1.46, 0.03, 12.73, 0.01, , , 0.219
2000, GP02-392280, US Patent    Corning Inc. (US), 2018, A0072620, 58.76, 3.9, 22.19, 1.45, 0.04, 12.69, 0.01, , , 0.206
2001, GP02-392281, US Patent    Corning Inc. (US), 2018, A0072620, 56.98, 3.86, 23.59, 1.45, 0.03, 12.67, 0.03, , , 0.214
2002, GP02-392282, US Patent    Corning Inc. (US), 2018, A0072620, 57.9, 3.81, 23.11, 1.47, 0.03, 12.14, 0.03, , , 0.215
2003, GP02-392283, US Patent    Corning Inc. (US), 2018, A0072620, 60.08, 3.82, 21.72, 1.49, 0.03, 11.24, 0.03, , , 0.213
2004, GP02-392284, US Patent    Corning Inc. (US), 2018, A0072620, 62.05, 4.03, 20.35, 1.51, 0.03, 10.4, 0.03, , , 0.214
2005, GP02-392624, US Patent    Corning Inc. (US), 2018, A0148368, 69.76, , 10.92, 1.59, , 9.76, 4.0, , , 0.195
2006, GP02-392625, US Patent    Corning Inc. (US), 2018, A0148368, 68.67, , 11.02, 1.33, , 10.88, 4.14, , , 0.204
2007, GP02-392626, US Patent    Corning Inc. (US), 2018, A0148368, 66.69, , 11.81, 1.52, , 12.33, 3.69, , , 0.205
2008, GP02-392627, US Patent    Corning Inc. (US), 2018, A0148368, 69.3, , 10.85, 0.95, , 9.7, 3.98, , , 0.196
2009, GP02-392635, US Patent    Corning Inc. (US), 2018, A0148368, 68.76, , 10.99, 1.92, 0.44, 15.23, 1.94, , , 0.207
2010, GP02-392636, US Patent    Corning Inc. (US), 2018, A0148368, 70.36, , 9.82, 3.24, , 12.65, 2.73, , , 0.205
2011, GJ04-392950, J. American Ceramic Soc., 2017, v. 100  p. 4347, 21.1, , , , , 0.44, 0.4, , , 0.248
2012, GJ20-392951, J. American Ceramic Soc., 2017, v. 100  p. 4347, , , 9.2, , , , 11.34, , , 0.256
2013, GJ02-393376, J. Non-Crystalline Solids, 2019, a. 119480, 74.36, , 0.86, 4.23, 6.26, 13.93, 0.32, , , 0.233
2014, GJ02-393377, J. Non-Crystalline Solids, 2019, a. 119480, 74.22, , 0.86, 4.22, 6.25, 13.9, 0.32, , , 0.222
2015, GJ02-393378, J. Non-Crystalline Solids, 2019, a. 119480, 73.67, , 0.85, 4.19, 6.2, 13.8, 0.32, , , 0.221
2016, GJ02-393379, J. Non-Crystalline Solids, 2019, a. 119480, 73.02, , 0.84, 4.15, 6.14, 13.68, 0.32, , , 0.233
2017, GJ02-393380, J. Non-Crystalline Solids, 2019, a. 119480, 71.6, , 0.82, 4.07, 6.02, 13.41, 0.31, , , 0.242
2018, GJ02-393381, J. Non-Crystalline Solids, 2019, a. 119480, 70.11, , 0.8, 3.99, 5.89, 13.13, 0.3, , , 0.254
2019, GJ02-393382, J. Non-Crystalline Solids, 2019, a. 119480, 68.79, , 0.78, 3.91, 5.78, 12.89, 0.29, , , 0.267
2020, GJ20-393649, J. Non-Crystalline Solids, 2019, a. 119586, , , , , , , 29.79, , , 0.283
2021, GJ08-393977, J. American Ceramic Soc., 2017, v. 100  p. 5490, 44.3, , , , , , 13.27, , , 0.28
2022, GJ08-393978, J. American Ceramic Soc., 2017, v. 100  p. 5490, 40.13, , 5.4, , , , 12.98, , , 0.27
2023, GJ08-393979, J. American Ceramic Soc., 2017, v. 100  p. 5490, 36.14, , 10.57, , , , 12.7, , , 0.27
2024, GP02-395867, Japanese Patent    AGC (J), 2018, A104285, 67.32, , 16.32, 2.58, , 4.96, 3.02, , , 0.21
2025, GP02-395868, Japanese Patent    AGC (J), 2018, A104285, 67.79, , 16.43, 3.9, , 3.0, 3.04, , , 0.21
2026, GP02-395869, Japanese Patent    AGC (J), 2018, A104285, 66.29, 2.19, 17.67, 3.18, , 2.93, 2.97, , , 0.21
2027, GP02-395870, Japanese Patent    AGC (J), 2018, A104285, 66.9, , 19.46, 3.85, , 3.94, 3.0, , , 0.21
2028, GP06-395871, Japanese Patent    AGC (J), 2018, A104285, 65.35, 2.16, 19.01, 2.51, , 2.89, 1.46, , , 0.22
2029, GP02-395872, Japanese Patent    AGC (J), 2018, A104285, 68.63, , 16.63, 3.29, , 3.03, 1.54, , , 0.21
2030, GP03-395873, Japanese Patent    AGC (J), 2018, A104285, 59.39, , 16.79, 5.31, 7.39, 4.08, 3.1, , , 0.23
2031, GP02-395874, Japanese Patent    AGC (J), 2018, A104285, 68.09, , 15.08, 3.97, , 4.58, 1.55, , , 0.22
2032, GP02-396359, European Patent    Others, 2017, AW031720, 56.99, 2.06, 22.81, 1.19, , 12.76, 4.19, , , 0.178
2033, GP02-396360, European Patent    Others, 2017, AW031720, 56.71, 2.05, 22.7, 1.19, , 11.79, 5.56, , , 0.178
2034, GP02-396361, European Patent    Others, 2017, AW031720, 56.89, 2.06, 22.78, 1.79, , 10.91, 5.57, , , 0.177
2035, GP02-396362, European Patent    Others, 2017, AW031720, 57.08, 2.07, 22.75, 1.2, 1.0, 11.98, 3.92, , , 0.178
2036, GP02-396363, European Patent    Others, 2017, AW031720, 56.01, 4.3, 22.79, , 0.99, 12.03, 3.88, , , 0.176
2037, GP02-396364, European Patent    Others, 2017, AW031720, 55.96, 4.3, 22.77, 0.3, 0.99, 11.11, 4.57, , , 0.179
2038, GP02-396365, European Patent    Others, 2017, AW031720, 56.93, 4.21, 21.21, 1.01, , 10.52, 6.12, , , 0.183
2039, GP02-396366, European Patent    Others, 2017, AW031720, 57.5, 4.21, 21.66, 1.01, , 9.51, 6.11, , , 0.181
2040, GP02-396367, European Patent    Others, 2017, AW031720, 57.96, 5.2, 21.22, , , 9.54, 6.08, , , 0.181
2041, GP02-396368, European Patent    Others, 2017, AW031720, 56.21, 2.37, 21.31, 1.49, 0.17, 12.31, 6.14, , , 0.178
2042, GP02-396369, European Patent    Others, 2017, AW031720, 56.66, 2.56, 21.33, 0.24, , 13.52, 5.69, , , 0.18
2043, GP02-396370, European Patent    Others, 2017, AW031720, 56.23, 2.16, 21.41, 1.19, , 12.74, 6.27, , , 0.181
2044, GP02-396371, European Patent    Others, 2017, AW031720, 56.17, 2.67, 21.8, 0.77, , 12.89, 5.7, , , 0.179
2045, GP02-396428, US Patent    Others, 2018, A10071933, 64.0, 8.0, 7.0, , , 6.0, 6.0, , , 0.2
2046, GP02-396429, US Patent    Others, 2018, A10071933, 70.0, 0.1, 1.0, , 7.0, 8.0, 8.0, , , 0.2
2047, GP02-396430, US Patent    Others, 2018, A10071933, 61.0, 1.0, 18.0, , 1.0, 10.0, 1.0, , , 0.2
2048, GP05-396431, US Patent    Others, 2018, A10071933, 68.69, 8.08, 9.09, , 2.02, 5.05, 2.02, , , 0.2
2049, GP05-396432, US Patent    Others, 2018, A10071933, 70.0, 12.0, 8.0, , , 3.0, 6.0, , , 0.2
2050, GP05-396433, US Patent    Others, 2018, A10071933, 67.0, 16.0, 6.0, , , 5.0, 4.0, , , 0.2
2051, GP05-396434, US Patent    Others, 2018, A10071933, 60.0, 20.0, 7.0, , , 8.0, 5.0, , , 0.2
2052, GP02-396661, US Patent    Corning Inc. (US), 2018, A10155690, 58.46, , 21.03, 4.93, 0.07, 15.16, , , , 0.22
2053, GP02-396663, US Patent    Corning Inc. (US), 2018, A10155690, 57.19, , 20.61, 0.07, 6.87, 14.89, , , , 0.23
2054, GP02-396835, US Patent    Others, 2018, A0215653, 56.99, 2.06, 22.81, 1.19, , 12.76, 4.19, , , 0.178
2055, GP02-396836, US Patent    Others, 2018, A0215653, 56.71, 2.05, 22.7, 1.19, , 11.79, 5.56, , , 0.178
2056, GP02-396837, US Patent    Others, 2018, A0215653, 57.08, 2.07, 22.75, 1.2, 1.0, 11.98, 3.92, , , 0.178
2057, GP02-396838, US Patent    Others, 2018, A0215653, 56.01, 4.3, 22.79, , 0.99, 12.03, 3.88, , , 0.176
2058, GP02-396839, US Patent    Others, 2018, A0215653, 55.96, 4.3, 22.77, 0.3, 0.99, 11.11, 4.57, , , 0.179
2059, GP02-396840, US Patent    Others, 2018, A0215653, 56.93, 4.21, 21.21, 1.01, , 10.52, 6.12, , , 0.183
2060, GP02-396841, US Patent    Others, 2018, A0215653, 57.5, 4.21, 21.66, 1.01, , 9.51, 6.11, , , 0.181
2061, GP02-396842, US Patent    Others, 2018, A0215653, 57.96, 5.2, 21.22, , , 9.54, 6.08, , , 0.181
2062, GP02-396843, US Patent    Others, 2018, A0215653, 56.66, 2.56, 21.33, 0.24, , 13.52, 5.69, , , 0.18
2063, GP02-396844, US Patent    Others, 2018, A0215653, 56.23, 2.16, 21.41, 1.19, , 12.74, 6.27, , , 0.181
2064, GP02-396845, US Patent    Others, 2018, A0215653, 56.17, 2.67, 21.8, 0.77, , 12.89, 5.7, , , 0.179
2065, GP02-396953, US Patent    Corning Inc. (US), 2018, A0265400, 60.49, 6.06, 20.39, 0.01, 0.02, 12.79, 0.01, , , 0.21
2066, GP02-396954, US Patent    Corning Inc. (US), 2018, A0265400, 60.55, 6.03, 20.25, 0.01, 0.04, 12.52, 0.37, , , 0.236
2067, GP06-396955, US Patent    Corning Inc. (US), 2018, A0265400, 49.9, 5.37, 28.31, 0.01, 0.03, 15.82, 0.34, , , 0.223
2068, GP06-396956, US Patent    Corning Inc. (US), 2018, A0265400, 49.72, 5.36, 27.77, 0.03, 0.04, 16.5, 0.36, , , 0.238
2069, GP02-396957, US Patent    Corning Inc. (US), 2018, A0265400, 59.34, 6.0, 20.79, 0.46, 0.03, 13.01, 0.14, , , 0.222
2070, GP02-396958, US Patent    Corning Inc. (US), 2018, A0265400, 59.16, 5.88, 20.82, 0.47, 0.03, 13.27, 0.14, , , 0.219
2071, GP02-396959, US Patent    Corning Inc. (US), 2018, A0265400, 49.67, 5.47, 27.21, 0.02, 0.05, 17.0, 0.36, , , 0.235
2072, GP06-396962, US Patent    Corning Inc. (US), 2018, A0265400, 50.24, 5.42, 27.6, 0.62, 0.04, 15.5, 0.36, , , 0.221
2073, GP06-396964, US Patent    Corning Inc. (US), 2018, A0265400, 57.7, 6.42, 22.39, 0.61, 0.02, 12.42, 0.28, , , 0.227
2074, GP02-396965, US Patent    Corning Inc. (US), 2018, A0265400, 52.95, 6.58, 24.79, 0.04, 0.02, 15.34, 0.1, , , 0.228
2075, GP06-396966, US Patent    Corning Inc. (US), 2018, A0265400, 58.33, 6.33, 21.42, 1.27, 0.03, 12.32, 0.14, , , 0.232
2076, GP06-396967, US Patent    Corning Inc. (US), 2018, A0265400, 60.48, 5.39, 20.22, 1.23, 0.03, 12.2, 0.29, , , 0.216
2077, GP06-396968, US Patent    Corning Inc. (US), 2018, A0265400, 62.05, 3.7, 20.2, 1.69, 0.03, 12.03, 0.14, , , 0.208
2078, GP02-396969, US Patent    Corning Inc. (US), 2018, A0265400, 59.07, 6.54, 20.87, 0.01, 0.04, 12.89, 0.35, , , 0.216
2079, GP02-396970, US Patent    Corning Inc. (US), 2018, A0265400, 58.64, 6.49, 21.15, 0.00602, 0.05, 13.03, 0.37, , , 0.199
2080, GP06-396971, US Patent    Corning Inc. (US), 2018, A0265400, 61.85, 3.65, 20.52, 1.76, 0.03, 11.89, 0.14, , , 0.203
2081, GP02-396972, US Patent    Corning Inc. (US), 2018, A0265400, 49.78, 5.04, 27.42, 0.005848, 0.06, 16.81, 0.67, , , 0.237
2082, GJ02-397746, J. American Ceramic Soc., 2019, v. 102  p. 7299, 72.73, , 0.85, 2.83, 8.26, 13.9, 0.63, , , 0.234
2083, GP02-398039, Japanese Patent    AGC (J), 2019, A011249, 67.3, 2.23, 17.95, 3.23, , 1.98, 1.51, , , 0.22
2084, GP02-398040, Japanese Patent    AGC (J), 2019, A011249, 66.29, 2.19, 17.67, 3.18, , 2.93, 2.97, , , 0.21
2085, GP06-398041, Japanese Patent    AGC (J), 2019, A011249, 66.31, 2.2, 19.29, 2.54, , 2.93, 1.49, , , 0.22
2086, GP06-398042, Japanese Patent    AGC (J), 2019, A011249, 65.35, 2.16, 19.01, 2.51, , 2.89, 1.46, , , 0.22
2087, GP03-398183, Japanese Patent    Nippon Electric Glass (J), 2019, A032918, 57.26, 4.38, 17.63, 6.47, 5.98, , 1.0, , , 0.244
